challenge_id	master_id	public_id	pool	tier	tier_basis	total_length	in_draw	ms1190_status	ms1190_seq
ac-v1-06259	MS-n10-wXyxYYYY	ACP-017979	ms_expanded	T4_frontier	100k	31	true		
ac-v1-06260	INTLB-b4-3231-0	ACP-044898	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-06261	INTL-b2-16-0	ACP-023064	interleaved	T1_easy	10k_final	23	true		
ac-v1-06262	INTL-b4-147-1	ACP-000547	interleaved	T3_hard_solvable	100k	35	true		
ac-v1-06263	INTLB-b4-2171-0	ACP-044209	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-06264	INTLB-b4-2572-0	ACP-043470	interleaved_b	T2_medium	100k	21	true		
ac-v1-06265	MS-n8-wXXXYYxxxy	ACP-012169	ms_expanded	T4_frontier	100k	29	true		
ac-v1-06266	MS-n10-wXXXYxyxYxy	ACP-012975	ms_expanded	T4_frontier	100k	34	true		
ac-v1-06267	INTLB-b4-2069-0	ACP-047220	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06268	INTLB-b3t-109-0	ACP-044641	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06269	MS-n3-wXyxyyyyyy	ACP-005826	ms_expanded	T1_easy	10k_final	19	true		
ac-v1-06270	INTLB-b4-1524-0	ACP-039782	interleaved_b	T2_medium	100k	33	true		
ac-v1-06271	MS-n10-wXXYxxyy	ACP-021572	ms_expanded	T4_frontier	100k	31	true		
ac-v1-06272	INTLB-b3t-820-0	ACP-041244	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-06273	MS-n10-wXYXYxxY	ACP-000226	ms_expanded	T4_frontier	100k	31	true		
ac-v1-06274	INTLB-b4-2025-0	ACP-040929	interleaved_b	T2_medium	100k	32	true		
ac-v1-06275	INTLB-b4-3121-1	ACP-037881	interleaved_b	T2_medium	100k	30	true		
ac-v1-06276	INTLB-b3t-534-1	ACP-044615	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-06277	INTLB-b3t-685-0	ACP-039981	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-06278	INTLB-b3t-390-0	ACP-039128	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06279	AUTH-13_1-k0-0	ACP-026304	aut_hard	T5_moonshot	10k_final	13	true		
ac-v1-06280	MS-n8-wXXXYxyxxY	ACP-032935	ms_expanded	T4_frontier	100k	29	true		
ac-v1-06281	INTLB-b3t-908-0	ACP-041591	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-06282	AUTH-25_6-k1-1	ACP-010669	aut_hard	T5_moonshot	100k	25	true		
ac-v1-06283	MS-n4-wYYYxyXy	ACP-016206	ms_expanded	T5_moonshot	10k_final	19	false	open	1145
ac-v1-06284	MS-n2-wXXYXYxxxy	ACP-023030	ms_expanded	T4_frontier	100k	17	true		
ac-v1-06285	INTL-b2-15-1	ACP-020966	interleaved	T1_easy	10k_final	30	true		
ac-v1-06286	INTLB-b4-1334-1	ACP-037984	interleaved_b	T2_medium	100k	26	true		
ac-v1-06287	INTLB-b3t-637-0	ACP-046350	interleaved_b	T2_medium	100k	34	true		
ac-v1-06288	AUTH-24_2-k1-0	ACP-012666	aut_hard	T5_moonshot	100k	37	true		
ac-v1-06289	INTLB-b4-1029-0	ACP-039822	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06290	MS-n8-wXyxy	ACP-002683	ms_expanded	T4_frontier	100k	24	true		
ac-v1-06291	INTLB-b4-1931-0	ACP-037946	interleaved_b	T1_easy	10k_final	22	true		
ac-v1-06292	INTLB-b4-170-1	ACP-039855	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-06293	AUTH-14_1-k12-0	ACP-006494	aut_hard	T5_moonshot	100k	35	true		
ac-v1-06294	MS-n9-wYXyyxy	ACP-020525	ms_expanded	T4_frontier	100k	28	true		
ac-v1-06295	MS-n9-wYXyxyy	ACP-024840	ms_expanded	T4_frontier	100k	28	true		
ac-v1-06296	INTLB-b4-1647-0	ACP-038719	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-06297	INTLB-b3t-562-1	ACP-037314	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-06298	AUTH-19_14-k1-1	ACP-001803	aut_hard	T5_moonshot	100k	25	true		
ac-v1-06299	MS-n5-wYXyyxYY	ACP-030411	ms_expanded	T1_easy	10k_final	21	true	uncertified	712
ac-v1-06300	AUTH-19_23-k1-1	ACP-000540	aut_hard	T5_moonshot	100k	27	true		
ac-v1-06301	MS-n6-wYYxYXyy	ACP-030684	ms_expanded	T4_frontier	100k	23	false	open	748
ac-v1-06302	MS-n6-wXXyxyyxY	ACP-012707	ms_expanded	T4_frontier	100k	24	true		
ac-v1-06303	MS-n4-wXXXYxxxyyy	ACP-015649	ms_expanded	T4_frontier	100k	22	true		
ac-v1-06304	INTLB-b3t-928-0	ACP-040413	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06305	MS-n9-wyy	ACP-016955	ms_expanded	T0_warmup	10k_final	24	true		
ac-v1-06306	INTLB-b4-3-0	ACP-039278	interleaved_b	T3_hard_solvable	100k	19	true		
ac-v1-06307	INTLB-b4-2139-0	ACP-044913	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-06308	INTLB-b4-581-0	ACP-041059	interleaved_b	T3_hard_solvable	100k	36	true		
ac-v1-06309	INTLB-b4-1877-0	ACP-040050	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06310	INTLB-b3t-785-1	ACP-041474	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06311	INTL-b3-116-1	ACP-015390	interleaved	T1_easy	10k_final	29	true		
ac-v1-06312	INTLB-b4-2225-0	ACP-040885	interleaved_b	T2_medium	100k	22	true		
ac-v1-06313	INTLB-b3t-155-1	ACP-043197	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-06314	INTLB-b4-471-1	ACP-039686	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-06315	INTLB-b3t-28-1	ACP-043205	interleaved_b	T3_hard_solvable	100k	26	true		
ac-v1-06316	INTLB-b3t-339-1	ACP-044817	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-06317	INTL-b4-44-1	ACP-036283	interleaved	T3_hard_solvable	100k	29	true		
ac-v1-06318	MS-n7-wXYYYYYYYxy	ACP-004520	ms_expanded	T0_warmup	10k_final	28	true		
ac-v1-06319	MS-n2-wXXXYYxxyxY	ACP-018793	ms_expanded	T4_frontier	100k	18	true		
ac-v1-06320	INTLB-b4-1331-0	ACP-044713	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-06321	MS-n2-wXYYxyXYxY	ACP-011466	ms_expanded	T1_easy	10k_final	17	true		
ac-v1-06322	INTLB-b4-142-0	ACP-040893	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06323	INTLB-b4-1408-1	ACP-045734	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-06324	MS-n5-wXXYYYxyxY	ACP-030129	ms_expanded	T4_frontier	100k	23	true		
ac-v1-06325	MS-n2-wXXXYxxxy	ACP-033972	ms_expanded	T5_moonshot	100k	16	true		
ac-v1-06326	MS-n5-wXXYxYYxy	ACP-010168	ms_expanded	T4_frontier	100k	22	true		
ac-v1-06327	INTLB-b3t-894-1	ACP-038573	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06328	AUTH-19_8-k1-0	ACP-035420	aut_hard	T5_moonshot	100k	27	true		
ac-v1-06329	INTLB-b4-157-1	ACP-043354	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06330	INTLB-b4-1341-0	ACP-037369	interleaved_b	T2_medium	100k	29	true		
ac-v1-06331	INTL-b4-202-0	ACP-022431	interleaved	T3_hard_solvable	100k	29	true		
ac-v1-06332	INTLB-b4-813-1	ACP-041211	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-06333	INTLB-b4-2909-1	ACP-037706	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-06334	INTLB-b4-2492-1	ACP-046068	interleaved_b	T2_medium	100k	33	true		
ac-v1-06335	MS-n6-wYXYxYYY	ACP-002998	ms_expanded	T4_frontier	100k	23	true	open	979
ac-v1-06336	INTLB-b4-2788-1	ACP-038619	interleaved_b	T3_hard_solvable	100k	25	true		
ac-v1-06337	INTLB-b4-1826-0	ACP-044273	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-06338	MS-n5-wyxyyyyyXyy	ACP-033922	ms_expanded	T2_medium	100k	24	true		
ac-v1-06339	INTLB-b4-1225-1	ACP-044986	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06340	MS-n3-wXXXYxYYxxy	ACP-031738	ms_expanded	T4_frontier	100k	20	true		
ac-v1-06341	INTLB-b4-3152-0	ACP-041417	interleaved_b	T3_hard_solvable	100k	26	true		
ac-v1-06342	MS-n6-wXXYxyxyy	ACP-024139	ms_expanded	T4_frontier	100k	24	true		
ac-v1-06343	INTLB-b4-755-1	ACP-037517	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-06344	INTLB-b4-2853-1	ACP-039131	interleaved_b	T2_medium	100k	28	true		
ac-v1-06345	INTLB-b4-325-1	ACP-045490	interleaved_b	T2_medium	100k	34	true		
ac-v1-06346	MS-n6-wyXyxYYY	ACP-003948	ms_expanded	T4_frontier	100k	23	false	open	1070
ac-v1-06347	INTL-b4-190-0	ACP-031931	interleaved	T1_easy	10k_final	23	true		
ac-v1-06348	INTLB-b4-134-0	ACP-045436	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-06349	MS-n2-wXXyxYxY	ACP-005741	ms_expanded	T4_frontier	100k	15	true	open	1052
ac-v1-06350	INTLB-b4-1410-1	ACP-042337	interleaved_b	T2_medium	100k	29	true		
ac-v1-06351	INTLB-b3t-249-0	ACP-042340	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-06352	INTLB-b4-1612-0	ACP-041049	interleaved_b	T2_medium	100k	19	true		
ac-v1-06353	INTL-b3-160-1	ACP-004547	interleaved	T1_easy	10k_final	29	true		
ac-v1-06354	AUTH-25_20-k1-0	ACP-036824	aut_hard	T5_moonshot	100k	37	true		
ac-v1-06355	INTLB-b4-407-0	ACP-039623	interleaved_b	T3_hard_solvable	100k	23	true		
ac-v1-06356	INTLB-b3t-911-1	ACP-039252	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06357	MS-n7-wXYYYxY	ACP-008229	ms_expanded	T4_frontier	100k	24	true	open	392
ac-v1-06358	INTLB-b4-1679-0	ACP-044911	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06359	INTLB-b3t-931-1	ACP-040611	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-06360	INTL-b4-39-0	ACP-001089	interleaved	T3_hard_solvable	100k	34	true		
ac-v1-06361	INTLB-b3t-149-1	ACP-038577	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-06362	AUTH-AK(6)-k0-0	ACP-017247	aut_hard	T5_moonshot	10k_final	19	true		
ac-v1-06363	INTLB-b3t-951-0	ACP-042581	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-06364	MS-n6-wXyxy	ACP-015196	ms_expanded	T5_moonshot	100k	20	true	open	69
ac-v1-06365	INTLB-b4-1799-1	ACP-038403	interleaved_b	T3_hard_solvable	100k	25	true		
ac-v1-06366	INTLB-b4-2125-0	ACP-038554	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06367	INTLB-b3t-212-0	ACP-038597	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06368	MS-n9-wXyyyxY	ACP-002442	ms_expanded	T4_frontier	100k	28	true		
ac-v1-06369	INTLB-b4-1235-0	ACP-046186	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-06370	INTLB-b3t-86-0	ACP-046881	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-06371	INTLB-b4-630-1	ACP-045148	interleaved_b	T3_hard_solvable	100k	17	true		
ac-v1-06372	INTLB-b3t-806-1	ACP-046897	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06373	INTLB-b3t-213-0	ACP-042628	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-06374	MS-n3-wXXYYYYxxy	ACP-009833	ms_expanded	T4_frontier	100k	19	true		
ac-v1-06375	INTLB-b4-3228-1	ACP-045150	interleaved_b	T2_medium	100k	33	true		
ac-v1-06376	INTLB-b4-2630-0	ACP-042196	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-06377	MS-n10-wXXXYxxYYxy	ACP-023359	ms_expanded	T4_frontier	100k	34	true		
ac-v1-06378	MS-n7-wYXYXyxyxY	ACP-009904	ms_expanded	T5_moonshot	100k	27	true		
ac-v1-06379	MS-n5-wXXyxYxY	ACP-003902	ms_expanded	T5_moonshot	100k	21	false	open	1055
ac-v1-06380	INTLB-b4-1549-1	ACP-038186	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-06381	AUTH-17_26-k1-0	ACP-021951	aut_hard	T5_moonshot	100k	17	true		
ac-v1-06382	MS-n9-wXYxxyXy	ACP-000319	ms_expanded	T4_frontier	100k	29	true		
ac-v1-06383	INTLB-b4-195-1	ACP-043900	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-06384	INTL-b3-120-0	ACP-004187	interleaved	T1_easy	10k_final	23	true		
ac-v1-06385	INTLB-b4-1633-1	ACP-043676	interleaved_b	T2_medium	100k	34	true		
ac-v1-06386	INTLB-b4-3030-1	ACP-039850	interleaved_b	T2_medium	100k	21	true		
ac-v1-06387	AUTH-25_4-k1-3	ACP-035820	aut_hard	T5_moonshot	100k	39	true		
ac-v1-06388	MS-n4-wXyxy	ACP-026869	ms_expanded	T5_moonshot	10k_final	16	true	open	67
ac-v1-06389	AUTH-23_18-k1-3	ACP-032817	aut_hard	T5_moonshot	100k	23	true		
ac-v1-06390	INTLB-b3t-177-0	ACP-038187	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06391	INTL-b2-139-0	ACP-000936	interleaved	T1_easy	10k_final	29	true		
ac-v1-06392	INTLB-b3t-248-1	ACP-046902	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06393	INTLB-b3t-58-1	ACP-044346	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-06394	INTLB-b3t-118-1	ACP-042551	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06395	INTLB-b4-2051-1	ACP-038291	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06396	INTLB-b4-1469-1	ACP-038948	interleaved_b	T2_medium	100k	31	true		
ac-v1-06397	INTLB-b4-1697-0	ACP-041173	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06398	AUTH-19_42-k1-0	ACP-024497	aut_hard	T5_moonshot	100k	21	true		
ac-v1-06399	MS-n8-wXXXyxyxxy	ACP-016302	ms_expanded	T4_frontier	100k	29	true		
ac-v1-06400	INTL-b3-137-1	ACP-000704	interleaved	T1_easy	10k_final	34	true		
ac-v1-06401	INTLB-b4-2981-0	ACP-041881	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-06402	INTLB-b4-3310-1	ACP-044028	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-06403	INTL-b4-149-1	ACP-006548	interleaved	T2_medium	100k	25	true		
ac-v1-06404	MS-n7-wXyyxy	ACP-012799	ms_expanded	T4_frontier	100k	23	true	open	154
ac-v1-06405	INTLB-b4-1857-1	ACP-038005	interleaved_b	T2_medium	100k	28	true		
ac-v1-06406	INTLB-b3t-947-0	ACP-041344	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-06407	AUTH-17_12-k1-3	ACP-007117	aut_hard	T5_moonshot	100k	17	true		
ac-v1-06408	INTLB-b4-560-1	ACP-038453	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-06409	INTLB-b4-1429-0	ACP-041744	interleaved_b	T3_hard_solvable	100k	26	true		
ac-v1-06410	INTLB-b4-2794-1	ACP-045235	interleaved_b	T2_medium	100k	35	true		
ac-v1-06411	INTLB-b4-314-0	ACP-045746	interleaved_b	T2_medium	100k	31	true		
ac-v1-06412	AUTH-25_9-k12-0	ACP-016886	aut_hard	T5_moonshot	100k	37	true		
ac-v1-06413	INTLB-b4-631-1	ACP-046235	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-06414	MS-n4-wYxYYYXy	ACP-036369	ms_expanded	T4_frontier	100k	19	true	open	1124
ac-v1-06415	INTLB-b4-1978-1	ACP-038556	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-06416	INTLB-b4-560-0	ACP-046158	interleaved_b	T3_hard_solvable	100k	23	true		
ac-v1-06417	MS-n3-wXXYYYxYxy	ACP-025636	ms_expanded	T5_moonshot	10k_final	19	true		
ac-v1-06418	MS-n4-wXXyxyxYY	ACP-002698	ms_expanded	T4_frontier	100k	20	true		
ac-v1-06419	INTLB-b3t-688-0	ACP-037417	interleaved_b	T2_medium	100k	33	true		
ac-v1-06420	MS-n10-wYXyyxy	ACP-029139	ms_expanded	T4_frontier	100k	30	true		
ac-v1-06421	INTLB-b3t-501-1	ACP-038811	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-06422	INTLB-b3t-398-1	ACP-044338	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06423	INTLB-b3t-507-0	ACP-043220	interleaved_b	T1_easy	10k_final	17	true		
ac-v1-06424	MS-n2-wXYXYYYYxxY	ACP-010103	ms_expanded	T1_easy	10k_final	18	true		
ac-v1-06425	INTL-b4-192-1	ACP-020956	interleaved	T2_medium	100k	29	true		
ac-v1-06426	INTLB-b3t-322-1	ACP-045797	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06427	INTLB-b4-1986-0	ACP-043696	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06428	MS-n7-wXXXyxYxxY	ACP-026754	ms_expanded	T4_frontier	100k	27	true		
ac-v1-06429	INTLB-b4-2713-0	ACP-042236	interleaved_b	T3_hard_solvable	100k	30	true		
ac-v1-06430	INTLB-b4-559-1	ACP-046773	interleaved_b	T2_medium	100k	35	true		
ac-v1-06431	INTLB-b3t-577-0	ACP-047192	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-06432	INTLB-b3t-796-0	ACP-041716	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-06433	MS-n5-wXXyyxxYY	ACP-026482	ms_expanded	T4_frontier	100k	22	true		
ac-v1-06434	INTLB-b4-2122-1	ACP-040987	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-06435	INTLB-b3t-244-1	ACP-037789	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06436	MS-n5-wXYYxY	ACP-000824	ms_expanded	T4_frontier	100k	19	true	open	166
ac-v1-06437	MS-n4-wXXXyyxxxy	ACP-019249	ms_expanded	T4_frontier	100k	21	true		
ac-v1-06438	AUTH-19_9-k1-1	ACP-030958	aut_hard	T5_moonshot	100k	27	true		
ac-v1-06439	INTLB-b4-2219-1	ACP-046556	interleaved_b	T2_medium	100k	35	true		
ac-v1-06440	INTLB-b4-402-0	ACP-041711	interleaved_b	T2_medium	100k	29	true		
ac-v1-06441	INTLB-b4-2633-1	ACP-038014	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-06442	INTLB-b3t-552-1	ACP-046190	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06443	MS-n8-wyXyxy	ACP-019029	ms_expanded	T4_frontier	100k	25	true		
ac-v1-06444	MS-n9-wXXXYYxxYxY	ACP-027409	ms_expanded	T4_frontier	100k	32	true		
ac-v1-06445	MS-n6-wXXXYxYxYxy	ACP-010813	ms_expanded	T4_frontier	100k	26	true		
ac-v1-06446	INTLB-b4-2100-0	ACP-041291	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06447	AUTH-21_30-k1-0	ACP-010251	aut_hard	T5_moonshot	100k	25	true		
ac-v1-06448	INTLB-b4-2995-1	ACP-040025	interleaved_b	T2_medium	100k	30	true		
ac-v1-06449	MS-n1-wXXXYYxxYxy	ACP-034461	ms_expanded	T1_easy	10k_final	16	true		
ac-v1-06450	MS-n8-wXYxyy	ACP-012962	ms_expanded	T4_frontier	100k	25	true		
ac-v1-06451	INTLB-b4-3948-0	ACP-043070	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-06452	INTLB-b4-1446-0	ACP-042565	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06453	INTLB-b4-179-1	ACP-042451	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-06454	INTLB-b4-2221-0	ACP-044556	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06455	INTLB-b3t-449-0	ACP-040528	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-06456	INTLB-b3t-198-0	ACP-040969	interleaved_b	T0_warmup	10k_final	30	true		
ac-v1-06457	INTLB-b4-1145-0	ACP-044783	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-06458	INTL-b4-109-1	ACP-027980	interleaved	T1_easy	10k_final	32	true		
ac-v1-06459	INTLB-b4-735-0	ACP-046431	interleaved_b	T2_medium	100k	31	true		
ac-v1-06460	INTLB-b4-1457-0	ACP-045441	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-06461	INTLB-b3t-187-0	ACP-044421	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-06462	INTLB-b3t-430-1	ACP-039105	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-06463	INTLB-b4-1257-0	ACP-037298	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-06464	INTLB-b4-1794-1	ACP-044297	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06465	MS-n7-wYYYXYxYYYY	ACP-032888	ms_expanded	T1_easy	10k_final	28	true		
ac-v1-06466	AUTH-19_30-k12-0	ACP-015818	aut_hard	T5_moonshot	100k	25	true		
ac-v1-06467	MS-n8-wYYYYY	ACP-012290	ms_expanded	T0_warmup	10k_final	25	true		
ac-v1-06468	MS-n4-wYXyxyyyy	ACP-005044	ms_expanded	T1_easy	10k_final	20	true		
ac-v1-06469	MS-n4-wyXyxyy	ACP-020149	ms_expanded	T4_frontier	100k	18	true	open	452
ac-v1-06470	INTLB-b3t-453-1	ACP-040473	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06471	MS-n6-wXXYYYxyxy	ACP-028719	ms_expanded	T4_frontier	100k	25	true		
ac-v1-06472	INTLB-b4-1481-0	ACP-043870	interleaved_b	T2_medium	100k	31	true		
ac-v1-06473	INTLB-b4-381-0	ACP-043180	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-06474	INTLB-b3t-81-0	ACP-042693	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-06475	AUTH-23_19-k1-0	ACP-022721	aut_hard	T5_moonshot	100k	29	true		
ac-v1-06476	INTLB-b4-1439-1	ACP-045782	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-06477	INTL-b4-113-0	ACP-026164	interleaved	T2_medium	100k	27	true		
ac-v1-06478	INTLB-b4-1200-0	ACP-043419	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06479	MS-n3-wXXXyxxYxy	ACP-034174	ms_expanded	T4_frontier	100k	19	true		
ac-v1-06480	INTLB-b4-572-0	ACP-040993	interleaved_b	T2_medium	100k	23	true		
ac-v1-06481	INTLB-b4-2227-1	ACP-045226	interleaved_b	T2_medium	100k	31	true		
ac-v1-06482	INTLB-b4-2628-0	ACP-041003	interleaved_b	T2_medium	100k	27	true		
ac-v1-06483	INTLB-b4-3211-1	ACP-045065	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-06484	MS-n9-wYXYxyy	ACP-025145	ms_expanded	T4_frontier	100k	28	true		
ac-v1-06485	INTLB-b3t-414-1	ACP-040215	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06486	INTLB-b4-627-1	ACP-042484	interleaved_b	T2_medium	100k	32	true		
ac-v1-06487	MS-n8-wYxYYXy	ACP-021977	ms_expanded	T4_frontier	100k	26	true		
ac-v1-06488	INTLB-b4-3006-1	ACP-037684	interleaved_b	T2_medium	100k	33	true		
ac-v1-06489	INTLB-b4-2382-1	ACP-044799	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-06490	MS-n5-wYXyyyyxy	ACP-002807	ms_expanded	T1_easy	10k_final	22	true		
ac-v1-06491	INTLB-b4-2061-0	ACP-040434	interleaved_b	T1_easy	10k_final	20	true		
ac-v1-06492	MS-n7-wXYXyxyxY	ACP-033890	ms_expanded	T5_moonshot	100k	26	true		
ac-v1-06493	INTLB-b3t-920-0	ACP-039875	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06494	INTLB-b4-1594-0	ACP-045182	interleaved_b	T3_hard_solvable	100k	25	true		
ac-v1-06495	MS-n3-wXYXYxyxY	ACP-017182	ms_expanded	T5_moonshot	100k	18	true		
ac-v1-06496	INTLB-b3t-49-1	ACP-038585	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-06497	INTLB-b4-1435-0	ACP-037532	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-06498	INTLB-b3t-772-1	ACP-046443	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-06499	INTLB-b3t-665-0	ACP-039122	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06500	AUTH-AK(2)-k1-0	ACP-032611	aut_hard	T0_warmup	10k_final	13	true		
ac-v1-06501	INTLB-b3t-808-1	ACP-037476	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-06502	INTLB-b4-2201-1	ACP-044224	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-06503	INTLB-b4-1228-1	ACP-044412	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06504	INTLB-b4-2403-1	ACP-038201	interleaved_b	T2_medium	100k	25	true		
ac-v1-06505	MS-n3-wXXYxxYY	ACP-000413	ms_expanded	T4_frontier	100k	17	true	open	934
ac-v1-06506	MS-n9-wXXYxxy	ACP-010221	ms_expanded	T4_frontier	100k	28	true		
ac-v1-06507	MS-n10-wYYYYY	ACP-016594	ms_expanded	T0_warmup	10k_final	29	true		
ac-v1-06508	INTLB-b4-561-0	ACP-043455	interleaved_b	T2_medium	100k	33	true		
ac-v1-06509	INTLB-b4-1286-1	ACP-045019	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-06510	INTLB-b3t-342-0	ACP-043573	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-06511	INTLB-b4-1822-0	ACP-039845	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-06512	INTLB-b4-2029-1	ACP-042114	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-06513	INTLB-b4-1053-1	ACP-044368	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-06514	INTL-b4-22-1	ACP-015075	interleaved	T2_medium	100k	19	true		
ac-v1-06515	AUTH-21_24-k1-0	ACP-021174	aut_hard	T5_moonshot	100k	31	true		
ac-v1-06516	INTL-b4-177-0	ACP-005570	interleaved	T2_medium	100k	34	true		
ac-v1-06517	INTLB-b4-843-0	ACP-045653	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-06518	MS-n6-wYYYXYYYxY	ACP-010870	ms_expanded	T2_medium	100k	25	true		
ac-v1-06519	MS-n7-wXXXyxyxxY	ACP-029521	ms_expanded	T4_frontier	100k	27	true		
ac-v1-06520	MS-n7-wXYXyxxY	ACP-016466	ms_expanded	T5_moonshot	100k	25	false	open	1043
ac-v1-06521	INTLB-b3t-279-1	ACP-041496	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-06522	INTLB-b3t-733-1	ACP-037747	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-06523	INTL-b4-141-0	ACP-015032	interleaved	T1_easy	10k_final	33	true		
ac-v1-06524	INTLB-b3t-15-1	ACP-039168	interleaved_b	T1_easy	10k_final	29	true		
