seq,n,w,w_vector,status_at_freeze,reported_class,training_id,prototype_path_length
628,5,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,open,17_{33},,
629,6,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,uncertified,,,
630,7,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,open,18_9,,
631,1,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,certified,,ms-train-0255,27
632,2,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,certified,,ms-train-0256,33
633,3,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,certified,,ms-train-0257,15
634,4,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,open,15_1,,
635,5,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,open,17_{33},,
636,6,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,uncertified,,,
637,7,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,open,18_9,,
638,1,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,certified,,ms-train-0258,11
639,2,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,,
640,3,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,,
641,4,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,,
642,5,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,,
643,6,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,,
644,7,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,,
645,1,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,certified,,ms-train-0259,14
646,2,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,certified,,ms-train-0260,28
647,3,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,13_1,,
648,4,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,15_1,,
649,5,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,16_1,,
650,6,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,17_{35},,
651,7,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,18_6,,
652,1,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,certified,,ms-train-0261,35
653,2,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,certified,,ms-train-0262,25
654,3,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,open,13_1,,
655,4,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,uncertified,,,
656,5,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,uncertified,,,
657,6,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,open,18_4,,
658,7,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,open,21_{39},,
659,1,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,certified,,ms-train-0263,22
660,2,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,certified,,ms-train-0264,20
661,3,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,uncertified,,,
662,4,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,uncertified,,,
663,5,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,open,16_4,,
664,6,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,open,19_{35},,
665,7,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,open,20_{10},,
666,1,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,certified,,ms-train-0265,20
667,2,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,certified,,ms-train-0266,22
668,3,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,certified,,ms-train-0267,92
669,4,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,uncertified,,,
670,5,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,open,16_4,,
671,6,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,open,19_{35},,
672,7,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,open,20_{10},,
673,1,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,certified,,ms-train-0268,44
674,2,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,certified,,ms-train-0269,31
675,3,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,uncertified,,,
676,4,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,uncertified,,,
677,5,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,open,17_{30},,
678,6,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,open,16_{10},,
679,7,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,open,23_{22},,
680,1,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,certified,,ms-train-0270,20
681,2,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,certified,,ms-train-0271,18
682,3,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,uncertified,,,
683,4,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,uncertified,,,
684,5,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,open,17_{30},,
685,6,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,open,16_6,,
686,7,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,open,19_{43},,
687,1,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,certified,,ms-train-0272,71
688,2,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,uncertified,,,
689,3,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,17_{16},,
690,4,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,19_{15},,
691,5,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,21_{14},,
692,6,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,23_9,,
693,7,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,25_{15},,
694,1,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,certified,,ms-train-0273,50
695,2,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,certified,,ms-train-0274,69
696,3,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,17_{17},,
697,4,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,19_{16},,
698,5,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,21_{15},,
699,6,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,23_{10},,
700,7,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,25_{16},,
701,1,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,ms-train-0275,27
702,2,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,ms-train-0276,7
703,3,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,ms-train-0277,62
704,4,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,ms-train-0278,47
705,5,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,ms-train-0279,51
706,6,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,uncertified,,,
707,7,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,open,19_{44},,
708,1,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,ms-train-0280,16
709,2,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,ms-train-0281,9
710,3,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,ms-train-0282,33
711,4,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,ms-train-0283,61
712,5,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,uncertified,,,
713,6,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,uncertified,,,
714,7,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,uncertified,,,
715,1,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,certified,,ms-train-0284,39
716,2,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,certified,,ms-train-0285,16
717,3,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,13_1,,
718,4,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,uncertified,,,
719,5,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,17_{31},,
720,6,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,16_7,,
721,7,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,21_{35},,
722,1,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,certified,,ms-train-0286,13
723,2,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,certified,,ms-train-0287,10
724,3,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,13_1,,
725,4,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,certified,,ms-train-0288,57
726,5,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,17_{31},,
727,6,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,16_7,,
728,7,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,21_{35},,
729,1,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,certified,,ms-train-0289,9
730,2,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,certified,,ms-train-0290,38
731,3,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,certified,,ms-train-0291,76
732,4,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,open,14_1,,
733,5,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,uncertified,,,
734,6,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,open,19_{34},,
735,7,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,open,17_{42},,
736,1,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,certified,,ms-train-0292,11
737,2,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,certified,,ms-train-0293,45
738,3,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,certified,,ms-train-0294,40
739,4,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,15_{11},,
740,5,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,14_1,,
741,6,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,17_{36},,
742,7,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,15_{15},,
743,1,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,certified,,ms-train-0295,21
744,2,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,certified,,ms-train-0296,14
745,3,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,uncertified,,,
746,4,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,certified,,ms-train-0297,82
747,5,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,open,17_{33},,
748,6,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,open,16_9,,
749,7,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,open,19_{48},,
750,1,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,ms-train-0298,17
751,2,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,ms-train-0299,12
752,3,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,ms-train-0300,44
753,4,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,ms-train-0301,53
754,5,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,uncertified,,,
755,6,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,uncertified,,,
756,7,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,uncertified,,,
757,1,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,certified,,ms-train-0302,20
758,2,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,certified,,ms-train-0303,88
759,3,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,,
760,4,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,,
761,5,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,,
762,6,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,,
763,7,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,,
764,1,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,certified,,ms-train-0304,41
765,2,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,15_3,,
766,3,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,17_3,,
767,4,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,19_2,,
768,5,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,20_4,,
769,6,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,21_{30},,
770,7,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,25_2,,
771,1,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,certified,,ms-train-0305,29
772,2,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,uncertified,,,
773,3,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,13_1,,
774,4,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,15_1,,
775,5,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,16_1,,
776,6,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,17_1,,
777,7,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,18_7,,
778,1,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,certified,,ms-train-0306,39
779,2,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,certified,,ms-train-0307,19
780,3,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,13_1,,
781,4,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,uncertified,,,
782,5,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,17_{32},,
783,6,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,16_8,,
784,7,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,21_{38},,
785,1,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,certified,,ms-train-0308,55
786,2,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,certified,,ms-train-0309,36
787,3,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,uncertified,,,
788,4,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,uncertified,,,
789,5,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,open,17_{33},,
790,6,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,open,16_9,,
791,7,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,open,23_{23},,
792,1,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0310,23
793,2,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0311,42
794,3,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0312,30
795,4,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0313,29
796,5,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0314,23
797,6,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0315,13
798,7,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,ms-train-0316,14
799,1,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,certified,,ms-train-0317,18
800,2,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,certified,,ms-train-0318,17
801,3,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,certified,,ms-train-0319,49
802,4,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,certified,,ms-train-0320,91
803,5,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,uncertified,,,
804,6,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,uncertified,,,
805,7,y^{-1}x^{-1}y^{-2}xy^{2},-2 -1 -2 -2 1 2 2,uncertified,,,
806,1,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,certified,,ms-train-0321,19
807,2,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,certified,,ms-train-0322,31
808,3,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,uncertified,,,
809,4,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,uncertified,,,
810,5,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,open,16_5,,
811,6,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,open,19_{36},,
812,7,y^{-1}x^{-1}y^{-2}xy^{-2},-2 -1 -2 -2 1 -2 -2,open,20_{11},,
813,1,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,certified,,ms-train-0323,34
814,2,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,certified,,ms-train-0324,96
815,3,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,certified,,ms-train-0325,20
816,4,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,open,15_1,,
817,5,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,open,17_{30},,
818,6,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,uncertified,,,
819,7,y^{-1}x^{-1}y^{-3}xy,-2 -1 -2 -2 -2 1 2,open,18_{11},,
820,1,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,certified,,ms-train-0326,53
821,2,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,uncertified,,,
822,3,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,certified,,ms-train-0327,30
823,4,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,uncertified,,,
824,5,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,open,17_{31},,
825,6,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,uncertified,,,
826,7,y^{-1}x^{-1}y^{-3}xy^{-1},-2 -1 -2 -2 -2 1 -2,open,19_{42},,
827,1,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,certified,,ms-train-0328,14
828,2,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,uncertified,,,
829,3,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,certified,,ms-train-0329,18
830,4,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,open,15_1,,
831,5,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,open,14_1,,
832,6,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,open,17_{40},,
833,7,x^{-1}y^{-1}xy^{4},-1 -2 1 2 2 2 2,uncertified,,,
834,1,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,certified,,ms-train-0330,39
835,2,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,open,15_8,,
836,3,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,open,17_{26},,
837,4,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,open,19_{29},,
838,5,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,open,21_{27},,
839,6,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,open,23_{20},,
840,7,x^{-1}y^{-1}x^{2}yx^{-1}y^{-1},-1 -2 1 1 2 -1 -2,open,25_{29},,
841,1,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,certified,,ms-train-0331,33
842,2,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,open,15_9,,
843,3,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,open,17_{27},,
844,4,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,open,19_{30},,
845,5,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,open,20_7,,
846,6,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,open,21_{33},,
847,7,x^{-1}y^{-1}x^{2}y^{-1}x^{-1}y^{-1},-1 -2 1 1 -2 -1 -2,open,25_{30},,
848,1,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,certified,,ms-train-0332,23
849,2,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,uncertified,,,
850,3,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,certified,,ms-train-0333,19
851,4,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,uncertified,,,
852,5,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,uncertified,,,
853,6,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,open,17_{39},,
854,7,x^{-1}y^{-1}xy^{-4},-1 -2 1 -2 -2 -2 -2,uncertified,,,
855,1,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,certified,,ms-train-0334,17
856,2,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,certified,,ms-train-0335,11
857,3,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,certified,,ms-train-0336,72
858,4,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,certified,,ms-train-0337,50
859,5,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,certified,,ms-train-0338,37
860,6,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,uncertified,,,
861,7,x^{-1}y^{-2}xy^{3},-1 -2 -2 1 2 2 2,open,19_{49},,
862,1,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,certified,,ms-train-0339,40
863,2,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,certified,,ms-train-0340,18
864,3,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,open,13_1,,
865,4,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,uncertified,,,
866,5,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,uncertified,,,
867,6,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,open,18_5,,
868,7,x^{-1}y^{-2}xy^{-3},-1 -2 -2 1 -2 -2 -2,open,21_{41},,
869,1,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,certified,,ms-train-0341,17
870,2,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,certified,,ms-train-0342,82
871,3,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,certified,,ms-train-0343,20
872,4,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,open,15_{10},,
873,5,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,open,16_4,,
874,6,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,certified,,ms-train-0344,59
875,7,x^{-1}y^{-3}xy^{2},-1 -2 -2 -2 1 2 2,open,19_{50},,
876,1,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,certified,,ms-train-0345,17
877,2,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,uncertified,,,
878,3,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,certified,,ms-train-0346,40
879,4,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,open,14_1,,
880,5,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,uncertified,,,
881,6,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,uncertified,,,
882,7,x^{-1}y^{-3}xy^{-2},-1 -2 -2 -2 1 -2 -2,open,21_{42},,
883,1,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,certified,,ms-train-0347,62
884,2,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,certified,,ms-train-0348,34
885,3,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,uncertified,,,
886,4,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,certified,,ms-train-0349,19
887,5,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,open,16_1,,
888,6,x^{-1}y^{-4}xy,-1 -2 -2 -2 -2 1 2,open,16_6,,
