seq,n,w,w_vector,status_at_freeze,reported_class,scored,challenge_id,training_id,prototype_path_length
557,4,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,open,15_1,true,ms-v1-0219,,
558,5,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,open,16_1,true,ms-v1-0220,,
559,6,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,open,17_{35},true,ms-v1-0221,,
560,7,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,open,18_6,true,ms-v1-0222,,
561,1,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,certified,,false,,ms-train-0231,16
562,2,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,certified,,false,,ms-train-0232,18
563,3,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,uncertified,,false,,,
564,4,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,open,14_1,true,ms-v1-0223,,
565,5,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,uncertified,,false,,,
566,6,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,open,17_{37},true,ms-v1-0224,,
567,7,yxy^{3}x^{-1}y^{-1},2 1 2 2 2 -1 -2,open,19_{39},true,ms-v1-0225,,
568,1,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,certified,,false,,ms-train-0233,75
569,2,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,uncertified,,false,,,
570,3,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,open,17_9,true,ms-v1-0226,,
571,4,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,open,19_{28},true,ms-v1-0227,,
572,5,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,open,21_{26},true,ms-v1-0228,,
573,6,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,open,23_{19},true,ms-v1-0229,,
574,7,x^{-2}y^{-2}x^{2}y^{-1},-1 -1 -2 -2 1 1 -2,open,25_{28},true,ms-v1-0230,,
575,1,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,certified,,false,,ms-train-0234,15
576,2,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,certified,,false,,ms-train-0235,10
577,3,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,open,13_1,true,ms-v1-0231,,
578,4,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,certified,,false,,ms-train-0236,47
579,5,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,open,17_{32},true,ms-v1-0232,,
580,6,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,open,16_8,true,ms-v1-0233,,
581,7,y^{2}x^{-1}y^{-2}xy,2 2 -1 -2 -2 1 2,open,21_{38},true,ms-v1-0234,,
582,1,y^{4}xyx^{-1},2 2 2 2 1 2 -1,certified,,false,,ms-train-0237,70
583,2,y^{4}xyx^{-1},2 2 2 2 1 2 -1,certified,,false,,ms-train-0238,52
584,3,y^{4}xyx^{-1},2 2 2 2 1 2 -1,open,13_1,true,ms-v1-0235,,
585,4,y^{4}xyx^{-1},2 2 2 2 1 2 -1,certified,,false,,ms-train-0239,30
586,5,y^{4}xyx^{-1},2 2 2 2 1 2 -1,uncertified,,false,,,
587,6,y^{4}xyx^{-1},2 2 2 2 1 2 -1,open,16_8,true,ms-v1-0236,,
588,7,y^{4}xyx^{-1},2 2 2 2 1 2 -1,open,19_{46},true,ms-v1-0237,,
589,1,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,certified,,false,,ms-train-0240,57
590,2,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,certified,,false,,ms-train-0241,38
591,3,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,uncertified,,false,,,
592,4,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,certified,,false,,ms-train-0242,15
593,5,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,open,16_1,true,ms-v1-0238,,
594,6,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,open,16_9,true,ms-v1-0239,,
595,7,y^{4}xy^{-1}x^{-1},2 2 2 2 1 -2 -1,open,19_{47},true,ms-v1-0240,,
596,1,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,certified,,false,,ms-train-0243,20
597,2,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,uncertified,,false,,,
598,3,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,certified,,false,,ms-train-0244,34
599,4,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,open,14_1,true,ms-v1-0241,,
600,5,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,uncertified,,false,,,
601,6,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,uncertified,,false,,,
602,7,y^{3}xy^{2}x^{-1},2 2 2 1 2 2 -1,open,21_{40},true,ms-v1-0242,,
603,1,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,certified,,false,,ms-train-0245,58
604,2,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,uncertified,,false,,,
605,3,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,certified,,false,,ms-train-0246,44
606,4,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,uncertified,,false,,,
607,5,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,open,17_{32},true,ms-v1-0243,,
608,6,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,uncertified,,false,,,
609,7,y^{3}xyx^{-1}y,2 2 2 1 2 -1 2,open,19_{40},true,ms-v1-0244,,
610,1,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,certified,,false,,ms-train-0247,43
611,2,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,uncertified,,false,,,
612,3,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,certified,,false,,ms-train-0248,33
613,4,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,uncertified,,false,,,
614,5,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,open,17_{32},true,ms-v1-0245,,
615,6,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,uncertified,,false,,,
616,7,y^{3}xyx^{-1}y^{-1},2 2 2 1 2 -1 -2,open,19_{40},true,ms-v1-0246,,
617,1,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,certified,,false,,ms-train-0249,15
618,2,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,uncertified,,false,,,
619,3,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,certified,,false,,ms-train-0250,14
620,4,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,open,15_{11},true,ms-v1-0247,,
621,5,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,open,16_5,true,ms-v1-0248,,
622,6,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,certified,,false,,ms-train-0251,96
623,7,y^{3}xy^{-2}x^{-1},2 2 2 1 -2 -2 -1,open,19_{45},true,ms-v1-0249,,
624,1,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,certified,,false,,ms-train-0252,49
625,2,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,certified,,false,,ms-train-0253,95
626,3,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,certified,,false,,ms-train-0254,19
627,4,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,open,15_1,true,ms-v1-0250,,
628,5,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,open,17_{33},true,ms-v1-0251,,
629,6,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,uncertified,,false,,,
630,7,y^{3}xy^{-1}x^{-1}y,2 2 2 1 -2 -1 2,open,18_9,true,ms-v1-0252,,
631,1,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,certified,,false,,ms-train-0255,27
632,2,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,certified,,false,,ms-train-0256,33
633,3,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,certified,,false,,ms-train-0257,15
634,4,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,open,15_1,true,ms-v1-0253,,
635,5,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,open,17_{33},true,ms-v1-0254,,
636,6,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,uncertified,,false,,,
637,7,y^{3}xy^{-1}x^{-1}y^{-1},2 2 2 1 -2 -1 -2,open,18_9,true,ms-v1-0255,,
638,1,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,certified,,false,,ms-train-0258,11
639,2,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,false,,,
640,3,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,false,,,
641,4,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,false,,,
642,5,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,false,,,
643,6,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,false,,,
644,7,y^{3}x^{-1}y^{-1}xy,2 2 2 -1 -2 1 2,uncertified,,false,,,
645,1,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,certified,,false,,ms-train-0259,14
646,2,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,certified,,false,,ms-train-0260,28
647,3,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,13_1,true,ms-v1-0256,,
648,4,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,15_1,true,ms-v1-0257,,
649,5,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,16_1,true,ms-v1-0258,,
650,6,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,17_{35},true,ms-v1-0259,,
651,7,y^{3}x^{-1}y^{-1}xy^{-1},2 2 2 -1 -2 1 -2,open,18_6,true,ms-v1-0260,,
652,1,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,certified,,false,,ms-train-0261,35
653,2,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,certified,,false,,ms-train-0262,25
654,3,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,open,13_1,true,ms-v1-0261,,
655,4,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,uncertified,,false,,,
656,5,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,uncertified,,false,,,
657,6,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,open,18_4,true,ms-v1-0262,,
658,7,y^{2}xy^{3}x^{-1},2 2 1 2 2 2 -1,open,21_{39},true,ms-v1-0263,,
659,1,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,certified,,false,,ms-train-0263,22
660,2,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,certified,,false,,ms-train-0264,20
661,3,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,uncertified,,false,,,
662,4,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,uncertified,,false,,,
663,5,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,open,16_4,true,ms-v1-0264,,
664,6,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,open,19_{35},true,ms-v1-0265,,
665,7,y^{2}xy^{2}x^{-1}y,2 2 1 2 2 -1 2,open,20_{10},true,ms-v1-0266,,
666,1,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,certified,,false,,ms-train-0265,20
667,2,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,certified,,false,,ms-train-0266,22
668,3,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,certified,,false,,ms-train-0267,92
669,4,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,uncertified,,false,,,
670,5,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,open,16_4,true,ms-v1-0267,,
671,6,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,open,19_{35},true,ms-v1-0268,,
672,7,y^{2}xy^{2}x^{-1}y^{-1},2 2 1 2 2 -1 -2,open,20_{10},true,ms-v1-0269,,
673,1,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,certified,,false,,ms-train-0268,44
674,2,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,certified,,false,,ms-train-0269,31
675,3,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,uncertified,,false,,,
676,4,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,uncertified,,false,,,
677,5,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,open,17_{30},true,ms-v1-0270,,
678,6,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,open,16_{10},true,ms-v1-0271,,
679,7,y^{2}xyx^{-1}y^{2},2 2 1 2 -1 2 2,open,23_{22},true,ms-v1-0272,,
680,1,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,certified,,false,,ms-train-0270,20
681,2,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,certified,,false,,ms-train-0271,18
682,3,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,uncertified,,false,,,
683,4,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,uncertified,,false,,,
684,5,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,open,17_{30},true,ms-v1-0273,,
685,6,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,open,16_6,true,ms-v1-0274,,
686,7,y^{2}xyx^{-1}y^{-2},2 2 1 2 -1 -2 -2,open,19_{43},true,ms-v1-0275,,
687,1,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,certified,,false,,ms-train-0272,71
688,2,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,uncertified,,false,,,
689,3,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,17_{16},true,ms-v1-0276,,
690,4,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,19_{15},true,ms-v1-0277,,
691,5,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,21_{14},true,ms-v1-0278,,
692,6,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,23_9,true,ms-v1-0279,,
693,7,y^{2}x^{2}yx^{-2},2 2 1 1 2 -1 -1,open,25_{15},true,ms-v1-0280,,
694,1,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,certified,,false,,ms-train-0273,50
695,2,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,certified,,false,,ms-train-0274,69
696,3,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,17_{17},true,ms-v1-0281,,
697,4,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,19_{16},true,ms-v1-0282,,
698,5,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,21_{15},true,ms-v1-0283,,
699,6,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,23_{10},true,ms-v1-0284,,
700,7,y^{2}x^{2}y^{-1}x^{-2},2 2 1 1 -2 -1 -1,open,25_{16},true,ms-v1-0285,,
701,1,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,false,,ms-train-0275,27
702,2,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,false,,ms-train-0276,7
703,3,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,false,,ms-train-0277,62
704,4,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,false,,ms-train-0278,47
705,5,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,certified,,false,,ms-train-0279,51
706,6,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,uncertified,,false,,,
707,7,y^{2}xy^{-3}x^{-1},2 2 1 -2 -2 -2 -1,open,19_{44},true,ms-v1-0286,,
708,1,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,false,,ms-train-0280,16
709,2,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,false,,ms-train-0281,9
710,3,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,false,,ms-train-0282,33
711,4,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,certified,,false,,ms-train-0283,61
712,5,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,uncertified,,false,,,
713,6,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,uncertified,,false,,,
714,7,y^{2}xy^{-2}x^{-1}y^{-1},2 2 1 -2 -2 -1 -2,uncertified,,false,,,
715,1,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,certified,,false,,ms-train-0284,39
716,2,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,certified,,false,,ms-train-0285,16
717,3,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,13_1,true,ms-v1-0287,,
718,4,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,uncertified,,false,,,
719,5,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,17_{31},true,ms-v1-0288,,
720,6,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,16_7,true,ms-v1-0289,,
721,7,y^{2}xy^{-1}x^{-1}y^{2},2 2 1 -2 -1 2 2,open,21_{35},true,ms-v1-0290,,
722,1,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,certified,,false,,ms-train-0286,13
723,2,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,certified,,false,,ms-train-0287,10
724,3,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,13_1,true,ms-v1-0291,,
725,4,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,certified,,false,,ms-train-0288,57
726,5,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,17_{31},true,ms-v1-0292,,
727,6,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,16_7,true,ms-v1-0293,,
728,7,y^{2}xy^{-1}x^{-1}y^{-2},2 2 1 -2 -1 -2 -2,open,21_{35},true,ms-v1-0294,,
729,1,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,certified,,false,,ms-train-0289,9
730,2,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,certified,,false,,ms-train-0290,38
731,3,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,certified,,false,,ms-train-0291,76
732,4,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,open,14_1,true,ms-v1-0295,,
733,5,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,uncertified,,false,,,
734,6,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,open,19_{34},true,ms-v1-0296,,
735,7,y^{2}x^{-1}y^{-1}xy^{2},2 2 -1 -2 1 2 2,open,17_{42},true,ms-v1-0297,,
736,1,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,certified,,false,,ms-train-0292,11
737,2,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,certified,,false,,ms-train-0293,45
738,3,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,certified,,false,,ms-train-0294,40
739,4,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,15_{11},true,ms-v1-0298,,
740,5,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,14_1,true,ms-v1-0299,,
741,6,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,17_{36},true,ms-v1-0300,,
742,7,y^{2}x^{-1}y^{-1}xy^{-2},2 2 -1 -2 1 -2 -2,open,15_{15},true,ms-v1-0301,,
743,1,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,certified,,false,,ms-train-0295,21
744,2,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,certified,,false,,ms-train-0296,14
745,3,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,uncertified,,false,,,
746,4,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,certified,,false,,ms-train-0297,82
747,5,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,open,17_{33},true,ms-v1-0302,,
748,6,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,open,16_9,true,ms-v1-0303,,
749,7,y^{2}x^{-1}y^{-2}xy^{-1},2 2 -1 -2 -2 1 -2,open,19_{48},true,ms-v1-0304,,
750,1,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,false,,ms-train-0298,17
751,2,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,false,,ms-train-0299,12
752,3,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,false,,ms-train-0300,44
753,4,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,certified,,false,,ms-train-0301,53
754,5,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,uncertified,,false,,,
755,6,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,uncertified,,false,,,
756,7,y^{2}xy^{-2}x^{-1}y,2 2 1 -2 -2 -1 2,uncertified,,false,,,
757,1,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,certified,,false,,ms-train-0302,20
758,2,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,certified,,false,,ms-train-0303,88
759,3,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,false,,,
760,4,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,false,,,
761,5,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,false,,,
762,6,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,false,,,
763,7,yxy^{-1}x^{-1}y^{3},2 1 -2 -1 2 2 2,uncertified,,false,,,
764,1,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,certified,,false,,ms-train-0304,41
765,2,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,15_3,true,ms-v1-0305,,
766,3,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,17_3,true,ms-v1-0306,,
767,4,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,19_2,true,ms-v1-0307,,
768,5,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,20_4,true,ms-v1-0308,,
769,6,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,21_{30},true,ms-v1-0309,,
770,7,yx^{2}yx^{-1}yx^{-1},2 1 1 2 -1 2 -1,open,25_2,true,ms-v1-0310,,
771,1,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,certified,,false,,ms-train-0305,29
772,2,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,uncertified,,false,,,
773,3,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,13_1,true,ms-v1-0311,,
774,4,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,15_1,true,ms-v1-0312,,
775,5,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,16_1,true,ms-v1-0313,,
776,6,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,17_1,true,ms-v1-0314,,
777,7,y^{-1}xy^{-1}x^{-1}y^{-3},-2 1 -2 -1 -2 -2 -2,open,18_7,true,ms-v1-0315,,
778,1,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,certified,,false,,ms-train-0306,39
779,2,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,certified,,false,,ms-train-0307,19
780,3,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,13_1,true,ms-v1-0316,,
781,4,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,uncertified,,false,,,
782,5,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,17_{32},true,ms-v1-0317,,
783,6,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,16_8,true,ms-v1-0318,,
784,7,y^{-2}xyx^{-1}y^{-2},-2 -2 1 2 -1 -2 -2,open,21_{38},true,ms-v1-0319,,
785,1,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,certified,,false,,ms-train-0308,55
786,2,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,certified,,false,,ms-train-0309,36
787,3,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,uncertified,,false,,,
788,4,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,uncertified,,false,,,
789,5,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,open,17_{33},true,ms-v1-0320,,
790,6,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,open,16_9,true,ms-v1-0321,,
791,7,y^{-2}xy^{-1}x^{-1}y^{-2},-2 -2 1 -2 -1 -2 -2,open,23_{23},true,ms-v1-0322,,
792,1,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0310,23
793,2,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0311,42
794,3,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0312,30
795,4,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0313,29
796,5,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0314,23
797,6,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0315,13
798,7,y^{-7},-2 -2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0316,14
